Serialnumber: Y2007YEF00GL2, Testresult: Successful
"ExecutionNumberInTest";"ThreadNumber";"ExecutionNumberInThread";"ExecutionCountOfStep";"SectionId";"SectionSubId";"Id";"PluginName";"CategoryName";"CommandName";"ExternalId";"Text";"LowerLimit";"Value";"TypeOfValue";"UpperLimit";"Unit";"CompareMode";"ValidationStatus";"StatusText";"StartTime";"StepTime";"Result"
        633;1;633;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_NOT_00";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter 00";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '00' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";13,689.2167;0.2017;"True"
        634;1;634;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_NOT_FF";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter FF";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'FF' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";13,689.4349;0.1227;"True"
        635;1;635;0;"TS_0020_SET_MANUFACTURING_DATA";;"SET_CAQ_RETRY";"TESTMAN";"JOB";"SET_ATTRIBUTE_PREDEFINED";;"SET_CAQ_RETRY";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Set key: 'CaqTestStatus' with value 'NormalRetest'";13,689.5719;0.1415;"True"
        636;1;636;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_FF";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter FF";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'FF' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'READ_TEST_COUNTER_2'.";13,689.7281;0.0924;"True"
        637;1;637;0;"TS_0020_SET_MANUFACTURING_DATA";;"READ_TEST_COUNTER_2";"PCF";"PCF";"READ_HEX";;"READ_TEST_COUNTER_2";"FF|00|01|02|03|04|05";"01";"CompareString";;;"RegularExpression";"Valid";"Found match for regular expression FF|00|01|02|03|04|05 in value '01'.";13,689.8298;9.3540;"True"
        638;1;638;0;"TS_0020_SET_MANUFACTURING_DATA";;"TYPED_COUNTER_VALUE";"TOOLS";"SET";"VALUE_TYPED_NO_MSG";;"typed counter value";;"1";"CompareByte";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,699.2397;3.0014;"True"
        639;1;639;0;"TS_0020_SET_MANUFACTURING_DATA";;"COMPARE_TO_5";"TOOLS";"CALC";"FORMULA2";;"compare to 3";"0";"0";"CompareDouble";"10";;"InLimit";"Valid";"Checked condition:  0 <= 0 <= 10. (Double)";13,702.2674;370.0053;"True"
        640;1;640;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_EXCEEDED";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"IS_EXCEEDED";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '-1' was NOT found in '0' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'INC_FLOW_COUNTER'.";14,072.3352;0.1963;"True"
        641;1;641;0;"TS_0020_SET_MANUFACTURING_DATA";;"INC_FLOW_COUNTER";"TOOLS";"CALC";"ADD";;"INC_FLOW_COUNTER";;"2";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,072.5485;0.3811;"True"
        642;1;642;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"LEFT";;"STRIP_LK_ARTICLE_NUMBER";;"12";"CompareString";;;"FixTrue";"Valid";"Left 2 chars of string '12174782-01'.";14,072.9483;0.0803;"True"
        643;1;643;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_2";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"17";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 2.";14,073.0416;0.0634;"True"
        644;1;644;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_3";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"47";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 4.";14,073.1179;0.0683;"True"
        645;1;645;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_4";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"82";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 6.";14,073.1977;0.0518;"True"
        646;1;646;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_1";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"0C";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,073.2620;3.4512;"True"
        647;1;647;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_2";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"11";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,076.7319;0.1035;"True"
        648;1;648;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_3";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"2F";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,076.8471;0.0455;"True"
        649;1;649;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_4";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"52";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,076.9002;0.0353;"True"
        650;1;650;0;"TS_0020_SET_MANUFACTURING_DATA";;"ENABLE_CHARACTER_REPLACEMENT";"STRING";"CONFIGURATION";"ENABLE_REPLACEMENT_MODULE";;"ENABLE_CHARACTER_REPLACEMENT";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Set state of replacement module to True.";14,076.9609;0.0397;"True"
        651;1;651;0;"TS_0020_SET_MANUFACTURING_DATA";;"BUILD_ECU_HARDWARE_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"PAD_RIGHT";;"PROGRAM_ECU_HARDWARE_NUMBER";;"85E959792  ";"CompareString";;;"NotNullOrEmpty";"Valid";"Padded end of string with ' ' to an overall length of 11.";14,077.0073;0.9541;"True"
        652;1;652;0;"TS_0020_SET_MANUFACTURING_DATA";;"BUILD_SPARE_PART_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"PAD_RIGHT";;"BUILD_SPARE_PART_NUMBER";;"85E959792  ";"CompareString";;;"NotNullOrEmpty";"Valid";"Padded end of string with ' ' to an overall length of 11.";14,077.9756;0.0589;"True"
        653;1;653;0;"TS_0020_SET_MANUFACTURING_DATA";;"CHECK_ECU_HW_LENGTH";"STRING";"STANDARD_STRING_HANDLING";"LENGTH";;"Check_ECU_HW_LENGTH";"11";"11";"CompareInteger";"11";;"InLimit";"Valid";"Checked length of String '85E959792  '";14,078.0430;0.0428;"True"
        654;1;654;0;"TS_0020_SET_MANUFACTURING_DATA";;"CHECK_SPARE_PART_NUMBER_LENGTH";"STRING";"STANDARD_STRING_HANDLING";"LENGTH";;"CHECK_SPARE_PART_NUMBER_LENGTH";"11";"11";"CompareInteger";"11";;"InLimit";"Valid";"Checked length of String '85E959792  '";14,078.0930;0.0357;"True"
        655;1;655;0;"TS_0020_SET_MANUFACTURING_DATA";;"CHECK_FOR_NEWMOSSFET";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"CHECK_FOR_NEWMOSSFET";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'NewMossfet' was NOT found in '' using following criteria: 'Contains' and 'OrdinalIgnoreCase . The teststep was marked as good and execution will continue with step 'CHECK_FOR_DEVELOPERMODE'.";14,078.1519;0.0919;"True"
        656;1;656;0;"TS_0020_SET_MANUFACTURING_DATA";;"CHECK_FOR_DEVELOPERMODE";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"CHECK_FOR_DEVELOPERMODE";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Developer' was NOT found in 'Operator' using following criteria: 'Equals' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'FINISH'.";14,078.2541;0.0785;"True"
        657;1;657;0;"TS_0020_SET_MANUFACTURING_DATA";;"FINISH";"EXECUTION_ENGINE";"EXECUTION";"EXIT_SECTION";;"FINISH";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";14,078.3424;0.2329;"True"
    658;1;658;0;"TEST_SEQUENCE";;"CALL_TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_UC";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CALL_TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_UC";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC' with SubId '' and executionmode 'CancelOnFirstFailure' and condition Exec. Next command key: '@NEXT'";14,078.6633;642.3742;"True"
        659;1;659;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"DISPLAY_PERFORM_TS0240";"TESTMAN";"PROMPTS";"SET_SIMPLE";;"DISPLAY_PERFORM_TS0240";;"True";"CompareBool";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,078.9181;0.2727;"True"
        660;1;660;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"START_ADC_CALIBRATION";"PCF";"PCF";"WRITE";"0240.010";"Start ADC Calibration";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";14,079.2010;340.5567;"True"
        661;1;661;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"CHECK_CALIBRATION_STATUS_COMPLETE";"PCF";"PCF";"READ_HEX";"0240.030";"Check Calibration Status Complete";"E1";"E1";"CompareString";"E1";;"RegularExpression";"Valid";"Found match for regular expression E1 in value 'E1'.";14,419.8581;128.7910;"True"
        662;1;662;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_0";"PCF";"PCF";"READ_TYPED";"0240.031";"READ_ADC_EOL_Calibration_Value";"0";"247";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 247 <= 255. (Byte)";14,548.7031;17.2337;"True"
        663;1;663;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_1";"PCF";"PCF";"READ_TYPED";"0240.032";"READ_ADC_EOL_Calibration_Value";"0";"0";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 0 <= 255. (Byte)";14,565.9810;114.5966;"True"
        664;1;664;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_2";"PCF";"PCF";"READ_TYPED";"0240.033";"READ_ADC_EOL_Calibration_Value";"0";"2";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 2 <= 255. (Byte)";14,680.6521;8.6659;"True"
        665;1;665;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_3";"PCF";"PCF";"READ_TYPED";"0240.034";"READ_ADC_EOL_Calibration_Value";"0";"253";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 253 <= 255. (Byte)";14,689.3541;10.0194;"True"
        666;1;666;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_4";"PCF";"PCF";"READ_TYPED";"0240.035";"READ_ADC_EOL_Calibration_Value";"0";"245";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 245 <= 255. (Byte)";14,699.3941;9.9658;"True"
        667;1;667;0;"TS_0240_TEST_ADC_CALIBRATION_FOR_CYPRESS_MC";;"READ_ADC_EOL_CALIBRATION_VALUE_5";"PCF";"PCF";"READ_TYPED";"0240.036";"READ_ADC_EOL_Calibration_Value";"0";"254";"CompareByte";"255";;"InLimit";"Valid";"Checked condition:  0 <= 254 <= 255. (Byte)";14,709.3804;11.5727;"True"
    668;1;668;0;"TEST_SEQUENCE";;"CALL_TS_0150_TEST_LOCK_OUTPUTS";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CALL_TS_0150_TEST_LOCK_OUTPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0150_TEST_LOCK_OUTPUTS' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";14,721.0535;550.5933;"True"
        669;1;669;0;"TS_0150_TEST_LOCK_OUTPUTS";;"DISPLAY_PERFORM_TS0150";"TESTMAN";"PROMPTS";"SET_SIMPLE";;"DISPLAY_PERFORM_TS0150";;"True";"CompareBool";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,721.3735;0.2396;"True"
        670;1;670;0;"TS_0150_TEST_LOCK_OUTPUTS";;"CONFIGURE_DMM_FOR_VOLTAGE";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONFIGURE_DMM_FOR_VOLTAGE";;"True";"CompareBool";;;"FixTrue";"Valid";"Executed section 'VOLTAGE_DC' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";14,721.6221;15.2381;"True"
            671;1;671;0;"VOLTAGE_DC";;"CHECK_MODEL";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check_Model";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'KEITHLEY' was found in 'KEITHLEY' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step '@NEXT'.";14,721.8068;0.0897;"True"
            672;1;672;0;"VOLTAGE_DC";;"SET_MODE_VOLT_KEITHLEY";"STRING";"WRITE";"TO_HARDWARE";;"Set_Mode_Voltage";;":FUNCTION:ON @%"%@VOLT:DC@%"%@";"CompareString";;;"NotNullOrEmpty";"Valid";"Updated text channels value.";14,721.9059;6.3513;"True"
            673;1;673;0;"VOLTAGE_DC";;"CONCAT_RANGE";"STRING";"STANDARD_STRING_HANDLING";"CONCAT";;"Concat";;":VOLT:RANGE 100";"CompareString";;;"NotNullOrEmpty";"Valid";"Appended ':VOLT:RANGE ' and '100' to ':VOLT:RANGE 100'";14,728.3031;0.0915;"True"
            674;1;674;0;"VOLTAGE_DC";;"SET_RANGE";"STRING";"WRITE";"TO_HARDWARE";;"set_range";;":VOLT:RANGE 100";"CompareString";;;"FixTrue";"Valid";"Updated text channels value.";14,728.4017;4.6083;"True"
            675;1;675;0;"VOLTAGE_DC";;"CONCAT_NPLC";"STRING";"STANDARD_STRING_HANDLING";"CONCAT";;"Concat";;":VOLT:NPLC 0.0005";"CompareString";;;"NotNullOrEmpty";"Valid";"Appended ':VOLT:NPLC ' and '0.0005' to ':VOLT:NPLC 0.0005'";14,733.0319;0.0942;"True"
            676;1;676;0;"VOLTAGE_DC";;"SET_NPLC";"STRING";"WRITE";"TO_HARDWARE";;"set_range";;":VOLT:NPLC 0.0005";"CompareString";;;"NotNullOrEmpty";"Valid";"Updated text channels value.";14,733.1337;3.5222;"True"
            677;1;677;0;"VOLTAGE_DC";;"CHECK_MODEL_1";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check_Model";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"The searchstring 'KEITHLEY' was NOT found in 'KEITHLEY' using following criteria: 'ContainsNot' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@END'.";14,736.6799;0.1365;"True"
        678;1;678;0;"TS_0150_TEST_LOCK_OUTPUTS";;"SET_TS0150_CURRENT";"STRING";"WRITE";"TO_HARDWARE";;"SET_TS0150_CURRENT";;"SOUR:CURR 3";"CompareString";;;"FixTrue";"Valid";"Updated text channels value.";14,736.8647;5.3673;"True"
        679;1;679;0;"TS_0150_TEST_LOCK_OUTPUTS";;"DMM_TO_MUX";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"DMM to MUX";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";14,742.2681;1.6962;"True"
        680;1;680;0;"TS_0150_TEST_LOCK_OUTPUTS";;"CONNECT_LOCKS_TO_LOAD";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"CONNECT_LOCKS_TO_LOAD";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";14,743.9813;75.0166;"True"
        681;1;681;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_UNLOCK_INITIAL";"PCF";"PCF";"WRITE";"0150.004";"ACTIVATE_SAFE_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,819.0394;16.3430;"True"
        682;1;682;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_UNLOCK_INITIAL_OFF";"PCF";"PCF";"WRITE";"0150.005";"ACTIVATE_SAFE_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,835.4471;14.7477;"True"
        683;1;683;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_LOCK";"PCF";"PCF";"WRITE";"0150.010";"ACTIVATE_SAFE_LOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,850.2399;9.2362;"True"
        684;1;684;0;"TS_0150_TEST_LOCK_OUTPUTS";;"MEASURE_V_BETWEEN_CL_MOTOR_LOCK_AND_CLDL_MOTOR_UNLOCK";"ANALOG";"READ";"NORMAL";"0150.020";"MEASURE_V_BETWEEN_CL_MOTOR_LOCK_AND_CL/DL_MOTOR_UNLOCK";"7";"8.6679139999999997";"CompareDouble";"9.5";;"InLimit";"Valid";"Checked condition:  7 <= 8.667914 <= 9.5. (Double)";14,859.5047;52.0639;"True"
        685;1;685;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_LOCK_BREAK";"PCF";"PCF";"WRITE";"0150.030";"ACTIVATE_SAFE_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,911.6449;17.6291;"True"
        686;1;686;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_UNLOCK_COPY3";"PCF";"PCF";"WRITE";"0150.040";"ACTIVATE_SAFE_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,929.3516;9.7200;"True"
        687;1;687;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_UNLOCK_COPY1";"PCF";"PCF";"WRITE";"0150.041";"ACTIVATE_SAFE_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,939.1207;10.0479;"True"
        688;1;688;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_UNLOCK";"PCF";"PCF";"WRITE";"0150.045";"ACTIVATE_SAFE_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,949.2114;9.9511;"True"
        689;1;689;0;"TS_0150_TEST_LOCK_OUTPUTS";;"MEASURE_V_BETWEEN_CL_MOTOR_LOCK_AND_CLDL_MOTOR_UNLOCK_COPY1";"ANALOG";"READ";"NORMAL";"0150.050";"MEASURE_V_BETWEEN_CL_MOTOR_LOCK_AND_CL/DL_MOTOR_UNLOCK";"-9.5";"-8.6507880000000004";"CompareDouble";"-7";;"InLimit";"Valid";"Checked condition:  -9.5 <= -8.650788 <= -7. (Double)";14,959.1862;7.6878;"True"
        690;1;690;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_LOCK_BREAK_1_COPY1";"PCF";"PCF";"WRITE";"0150.060";"ACTIVATE_SAFE_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,966.9204;12.2827;"True"
        691;1;691;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_LOCK_BREAK_1";"PCF";"PCF";"WRITE";"0150.060";"ACTIVATE_SAFE_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,979.2410;9.9716;"True"
        692;1;692;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_SAFE_LOCK_BREAK_1_COPY2";"PCF";"PCF";"WRITE";"0150.061";"ACTIVATE_SAFE_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,989.2354;10.0105;"True"
        693;1;693;0;"TS_0150_TEST_LOCK_OUTPUTS";;"SWAP_MUX_CONNECTIONS";"TSASWITCHUNIT";"SWITCH";"MULTI05";;"SWAP_MUX_CONNECTIONS";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";14,999.2878;124.2674;"True"
        694;1;694;0;"TS_0150_TEST_LOCK_OUTPUTS";;"CHECK_FOR_REAR";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check For Rear";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Rear' was NOT found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'SWAP_LOCK'.";15,123.8386;0.1731;"True"
        695;1;695;0;"TS_0150_TEST_LOCK_OUTPUTS";;"SWAP_LOCK";"TSASWITCHUNIT";"SWITCH";"MULTI05";;"SWAP_LOCK";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";15,124.0234;46.8336;"True"
        696;1;696;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_LOCK";"PCF";"PCF";"WRITE_HEX";"0150.130";"ACTIVATE_CL_LOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,170.9056;8.6539;"True"
        697;1;697;0;"TS_0150_TEST_LOCK_OUTPUTS";;"MEASURE_V_AT_CL_MOTOR_LOCK";"ANALOG";"READ";"NORMAL";"0150.140";"MEASURE_V_AT_CL_MOTOR_LOCK";"7";"8.6932489999999998";"CompareDouble";"9.5";;"InLimit";"Valid";"Checked condition:  7 <= 8.693249 <= 9.5. (Double)";15,179.6103;6.2513;"True"
        698;1;698;0;"TS_0150_TEST_LOCK_OUTPUTS";;"DEACTIVATE_CL_LOCK";"PCF";"PCF";"WRITE_HEX";"0150.135";"de-ACTIVATE_CL_LOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,185.8871;13.2390;"True"
        699;1;699;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_LOCK_BREAK";"PCF";"PCF";"WRITE_HEX";"0150.150";"ACTIVATE_CL_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,199.1752;9.9471;"True"
        700;1;700;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_LOCK_BREAK_COPY1";"PCF";"PCF";"WRITE_HEX";"0150.151";"ACTIVATE_CL_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,209.1691;12.3452;"True"
        701;1;701;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_UNLOCK1";"PCF";"PCF";"WRITE_HEX";"0150.160";"ACTIVATE_CL_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,221.5571;7.6043;"True"
        702;1;702;0;"TS_0150_TEST_LOCK_OUTPUTS";;"MEASURE_V_AT_CL_MOTOR_UNLOCK";"ANALOG";"READ";"NORMAL";"0150.170";"MEASURE_V_AT_DL_MOTOR_UNLOCK";"-9.5";"-8.6695770000000003";"CompareDouble";"-7";;"InLimit";"Valid";"Checked condition:  -9.5 <= -8.669577 <= -7. (Double)";15,229.1860;6.2286;"True"
        703;1;703;0;"TS_0150_TEST_LOCK_OUTPUTS";;"DEACTIVATE_CL_UNLOCK1_COPY1";"PCF";"PCF";"WRITE_HEX";"0150.165";"deACTIVATE_CL_UNLOCK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,235.4432;13.8365;"True"
        704;1;704;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_LOCK_BREAK_1";"PCF";"PCF";"WRITE_HEX";"0150.180";"ACTIVATE_CL_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,249.3484;9.8918;"True"
        705;1;705;0;"TS_0150_TEST_LOCK_OUTPUTS";;"ACTIVATE_CL_LOCK_BREAK_1_COPY1";"PCF";"PCF";"WRITE_HEX";"0150.181";"ACTIVATE_CL_LOCK_BREAK";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";15,259.2883;10.6218;"True"
        706;1;706;0;"TS_0150_TEST_LOCK_OUTPUTS";;"DISCONNECT_LOCKS_FROM_LOAD";"TSASWITCHUNIT";"SWITCH";"MULTI04";;"DISCONNECT_LOCKS_FROM_LOAD";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";15,269.9579;1.6207;"True"
    707;1;707;0;"TEST_SEQUENCE";;"CALL_TS_0100_TEST_DIGITAL_INPUTS_FRONT";"EXECUTION_ENGINE";"EXECUTION";"CALL_BY_STRING";;"CALL_TS_0100_TEST_DIGITAL_INPUTS_FRONT";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0100_TEST_FRONT_DIGITAL_INPUTS' with SubId '' and executionmode 'Simple' and condition The searchstring 'AUDI Front Passenger MAX+ Premium DCM' was found in 'Front' using following criteria: 'Contains' and 'CurrentCulture'. Next command key: '@NEXT'";15,271.6580;278.6644;"True"
        708;1;708;0;"TS_0100_TEST_FRONT_DIGITAL_INPUTS";;"CONNECT_INPUTS_1_COPY1";"DIGITAL";"WRITE";"MULTI3";"0100.010";"CONNECT_INPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";15,271.9651;3.6618;"True"
        709;1;709;0;"TS_0100_TEST_FRONT_DIGITAL_INPUTS";;"CONNECT_INPUTS_1";"DIGITAL";"WRITE";"MULTI3";"0100.010";"CONNECT_INPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";15,275.6505;2.4070;"True"
